"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","1960.76","A","","","2"
"2018","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","1963.28","A","","","2"
"2019","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","2070.91","A","","","2"
"2020","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","1917.29","B","","","2"
"2021","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","2099.83","B","","","2"
"2022","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","2200.00","B","","","2"
"2023","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","2183.90","B","","","2"
"2024","Saskatchewan","2021A000247","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1742142","9.1.1.10","2307.72","B","","","2"
"2001","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1067.23","","","","2"
"2002","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1143.27","","","","2"
"2003","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1192.20","","","","2"
"2004","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1151.04","","","","2"
"2005","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1228.62","","","","2"
"2006","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1314.72","","","","2"
"2007","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1380.70","","","","2"
"2008","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1458.78","","","","2"
"2009","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","1506.01","A","","","2"
"2010","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2011","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2012","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2013","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2014","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2015","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2016","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2017","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2018","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2019","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2020","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2021","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2022","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2023","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2024","Saskatchewan","2021A000247","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742147","9.1.1.17","","x","","","2"
"2001","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","748.77","","","","2"
"2002","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","777.85","","","","2"
"2003","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","792.97","","","","2"
"2004","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","790.79","","","","2"
"2005","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","803.27","","","","2"
"2006","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","836.52","","","","2"
"2007","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","899.76","","","","2"
"2008","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","923.55","","","","2"
"2009","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1008.31","A","","","2"
"2010","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1034.97","A","","","2"
"2011","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1080.60","A","","","2"
"2012","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1141.96","A","","","2"
"2013","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1218.91","A","","","2"
"2014","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1252.54","A","","","2"
"2015","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1248.69","A","","","2"
"2016","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1242.88","A","","","2"
"2017","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1272.07","A","","","2"
"2018","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1268.44","A","","","2"
"2019","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1272.28","A","","","2"
"2020","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1330.09","B","","","2"
"2021","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1360.18","B","","","2"
"2022","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1363.67","B","","","2"
"2023","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1428.68","B","","","2"
"2024","Saskatchewan","2021A000247","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742148","9.1.1.21","1461.22","B","","","2"
"2001","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","756.39","","","","2"
"2002","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","756.30","","","","2"
"2003","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","759.63","","","","2"
"2004","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","769.53","","","","2"
"2005","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","808.15","","","","2"
"2006","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","821.69","","","","2"
"2007","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","850.24","","","","2"
"2008","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","866.24","","","","2"
"2009","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","894.14","A","","","2"
"2010","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","946.73","A","","","2"
"2011","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1006.43","A","","","2"
"2012","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1024.02","A","","","2"
"2013","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1055.09","A","","","2"
"2014","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1096.58","A","","","2"
"2015","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1119.51","A","","","2"
"2016","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1134.98","A","","","2"
"2017","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1164.03","A","","","2"
"2018","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1158.11","A","","","2"
"2019","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1203.10","A","","","2"
"2020","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1191.08","B","","","2"
"2021","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1180.00","B","","","2"
"2022","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1276.30","B","","","2"
"2023","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1335.45","B","","","2"
"2024","Saskatchewan","2021A000247","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742154","9.1.1.34","1373.21","B","","","2"
"2001","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","476.93","","","","2"
"2002","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","465.03","","","","2"
"2003","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","485.04","","","","2"
"2004","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","500.26","","","","2"
"2005","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","524.15","","","","2"
"2006","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","552.44","","","","2"
"2007","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","576.98","","","","2"
"2008","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","601.30","","","","2"
"2009","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","614.18","A","","","2"
"2010","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","635.81","A","","","2"
"2011","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","667.28","A","","","2"
"2012","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","691.24","A","","","2"
"2013","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","727.08","A","","","2"
"2014","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","763.29","A","","","2"
"2015","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","772.06","A","","","2"
"2016","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","782.87","A","","","2"
"2017","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","794.07","A","","","2"
"2018","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","805.13","A","","","2"
"2019","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","815.77","A","","","2"
"2020","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","832.29","B","","","2"
"2021","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","834.60","B","","","2"
"2022","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","879.75","B","","","2"
"2023","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","893.00","B","","","2"
"2024","Saskatchewan","2021A000247","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742171","9.1.1.144","944.93","B","","","2"
"2001","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","684.42","","","","2"
"2002","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","701.13","","","","2"
"2003","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","739.88","","","","2"
"2004","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","765.80","","","","2"
"2005","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","795.98","","","","2"
"2006","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","810.65","","","","2"
"2007","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","849.61","","","","2"
"2008","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","907.48","","","","2"
"2009","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","900.76","A","","","2"
"2010","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","947.97","A","","","2"
"2011","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","993.69","A","","","2"
"2012","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1025.70","A","","","2"
"2013","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1082.60","A","","","2"
"2014","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1113.46","A","","","2"
"2015","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1126.56","A","","","2"
"2016","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1104.31","A","","","2"
"2017","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1150.09","A","","","2"
"2018","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1109.17","A","","","2"
"2019","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1186.74","A","","","2"
"2020","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1207.68","B","","","2"
"2021","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1232.32","B","","","2"
"2022","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1295.46","B","","","2"
"2023","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1313.05","B","","","2"
"2024","Saskatchewan","2021A000247","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742240","9.1.1.215","1380.06","B","","","2"
"2001","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","686.71","","","","2"
"2002","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","796.75","","","","2"
"2003","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","802.19","","","","2"
"2004","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","832.15","","","","2"
"2005","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","884.68","","","","2"
"2006","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","904.79","","","","2"
"2007","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","956.22","","","","2"
"2008","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","960.99","","","","2"
"2009","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","996.29","A","","","2"
"2010","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","1009.34","A","","","2"
"2011","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","985.03","A","","","2"
"2012","Saskatchewan","2021A000247","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742250","9.1.1.253","1082.13","A","","","2"
