"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","x","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","x","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","F","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","F","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","F","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","F","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","F","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Forestry, logging and support [11N]","Current dollars","75","units","0","v1544369362","3.1.1.4","","x","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","F","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","F","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","F","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","F","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v1544369367","3.1.1.10","","x","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","F","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","F","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","F","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","F","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","F","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1544369374","3.1.1.17","","x","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","581.90","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","610.95","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","628.18","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","609.17","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","626.99","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","673.95","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","688.66","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","708.91","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","704.04","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","727.06","A","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","","F","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","808.56","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","","x","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","844.20","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","863.41","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","871.15","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","915.68","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","927.88","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","935.88","A","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","1005.82","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","","F","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","1071.99","B","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","1154.93","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741105","3.1.1.21","1231.70","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","563.49","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","601.00","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","623.56","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","630.30","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","658.19","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","713.51","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","","x","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","756.05","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","759.04","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","771.30","A","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","810.06","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","831.33","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","797.43","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","790.48","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","870.39","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","966.23","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","914.81","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","925.31","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","987.18","A","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","1090.07","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","1032.11","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","1085.35","B","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","1159.69","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741109","3.1.1.34","1176.89","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","422.16","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","411.85","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","413.95","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","435.82","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","444.26","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","479.79","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","478.73","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","487.47","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","511.36","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","530.57","A","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","547.59","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","578.67","A","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","570.58","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","603.17","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","640.22","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","644.68","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","635.27","A","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","665.46","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","684.37","A","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","732.72","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","708.69","B","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","785.63","B","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","787.11","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741114","3.1.1.144","858.01","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","591.61","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","642.10","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","649.84","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","668.92","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","700.39","","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","688.30","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","715.30","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","750.10","","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","635.29","A","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","","F","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","777.13","A","","","2"
"2012","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","","F","","","2"
"2013","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","809.68","A","","","2"
"2014","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","848.02","A","","","2"
"2015","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","881.38","A","","","2"
"2016","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","875.74","A","","","2"
"2017","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","","F","","","2"
"2018","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","904.05","A","","","2"
"2019","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","920.59","A","","","2"
"2020","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","989.53","B","","","2"
"2021","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","","F","","","2"
"2022","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","","F","","","2"
"2023","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","1008.39","B","","","2"
"2024","Prince Edward Island","2021A000211","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741156","3.1.1.215","1107.62","B","","","2"
"2001","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","607.27","","","","2"
"2002","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","729.88","","","","2"
"2003","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","774.27","","","","2"
"2004","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","732.65","","","","2"
"2005","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","x","","","2"
"2006","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","759.55","","","","2"
"2007","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","730.33","","","","2"
"2008","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","x","","","2"
"2009","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
"2010","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
"2011","Prince Edward Island","2021A000211","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1544369549","3.1.1.253","","F","","","2"
