"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","1927.44","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2028.09","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","1963.15","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2039.08","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2061.25","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2124.56","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2053.41","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2004.19","A","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2064.10","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2180.16","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v1742287","10.1.1.17","2224.06","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","857.59","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","873.03","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","914.90","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","918.74","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","981.16","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1015.29","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1099.18","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1184.50","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1260.79","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1290.29","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1327.32","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1395.48","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1501.65","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1528.50","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1471.57","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1447.43","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1423.20","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1448.90","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1465.12","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1505.31","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1533.65","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1603.51","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1644.81","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1742290","10.1.1.21","1664.03","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","803.87","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","823.69","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","847.08","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","878.57","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","937.58","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","967.86","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1006.65","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1065.29","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1026.79","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1100.92","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1161.79","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1165.78","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1189.35","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1246.66","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1298.63","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1290.68","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1268.57","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1264.10","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1292.11","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1289.64","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1320.33","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1367.04","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1396.14","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1742298","10.1.1.34","1410.22","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","547.55","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","542.82","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","551.61","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","566.41","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","597.72","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","629.35","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","647.75","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","669.25","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","696.23","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","709.73","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","750.36","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","770.46","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","791.72","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","818.30","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","844.62","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","815.17","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","822.18","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","861.64","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","860.14","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","887.42","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","897.78","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","951.64","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","958.45","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1742333","10.1.1.144","1009.45","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","733.39","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","743.15","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","770.54","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","802.97","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","846.35","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","866.10","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","913.44","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","986.67","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1001.14","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1016.00","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1081.24","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1115.29","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1170.00","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1236.43","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1255.87","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1206.86","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1231.03","A","","","2"
"2018","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1231.97","A","","","2"
"2019","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1291.34","A","","","2"
"2020","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1298.08","B","","","2"
"2021","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1355.18","B","","","2"
"2022","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1394.14","B","","","2"
"2023","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1389.30","B","","","2"
"2024","Alberta","2021A000248","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1742417","10.1.1.215","1452.54","B","","","2"
"2001","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","713.29","","","","2"
"2002","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","797.15","","","","2"
"2003","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","799.01","","","","2"
"2004","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","835.82","","","","2"
"2005","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","878.77","","","","2"
"2006","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","885.24","","","","2"
"2007","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","964.18","","","","2"
"2008","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","962.57","","","","2"
"2009","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1032.46","A","","","2"
"2010","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1036.26","A","","","2"
"2011","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1086.66","A","","","2"
"2012","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1172.17","A","","","2"
"2013","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1171.73","A","","","2"
"2014","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1167.21","A","","","2"
"2015","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1202.60","A","","","2"
"2016","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1254.81","A","","","2"
"2017","Alberta","2021A000248","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v1742430","10.1.1.253","1202.93","A","","","2"
