"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2006","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2007","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2008","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2009","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2010","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2011","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2012","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2013","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2014","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2015","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2016","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2017","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2018","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2019","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2020","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2021","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2022","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2023","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2024","British Columbia","2021A000259","Part-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368544","11.4.7.1.1","","x","","","1"
"2001","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2002","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2003","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2004","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2005","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2006","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2007","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2008","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2009","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2010","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2011","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2012","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2013","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2014","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2015","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2016","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2017","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2018","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2019","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2020","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2021","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2022","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2023","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2024","British Columbia","2021A000259","Part-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368545","11.4.8.1.1","","x","","","1"
"2001","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","12.0","","","","1"
"2002","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","14.4","","","","1"
"2003","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","12.0","","","","1"
"2004","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","14.7","","","","1"
"2005","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","17.3","","","","1"
"2006","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","16.5","","","","1"
"2007","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","15.1","","","","1"
"2008","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","19.6","","","","1"
"2009","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","21.9","","","","1"
"2010","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","19.8","","","","1"
"2011","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","20.0","","","","1"
"2012","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","20.5","","","","1"
"2013","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","19.6","","","","1"
"2014","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","20.2","","","","1"
"2015","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","19.2","","","","1"
"2016","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","20.8","","","","1"
"2017","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","20.1","","","","1"
"2018","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","24.1","","","","1"
"2019","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","24.0","","","","1"
"2020","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","25.0","","","","1"
"2021","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","21.7","","","","1"
"2022","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","22.5","","","","1"
"2023","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","22.4","","","","1"
"2024","British Columbia","2021A000259","Part-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368546","11.4.9.1.1","18.9","","","","1"
"2001","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","10.3","","","","1"
"2002","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","11.7","","","","1"
"2003","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","12.5","","","","1"
"2004","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","13.0","","","","1"
"2005","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","11.9","","","","1"
"2006","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","11.9","","","","1"
"2007","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","12.1","","","","1"
"2008","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","11.9","","","","1"
"2009","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","12.8","","","","1"
"2010","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","9.3","","","","1"
"2011","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","13.5","","","","1"
"2012","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","9.8","","","","1"
"2013","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","12.1","","","","1"
"2014","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","11.6","","","","1"
"2015","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","10.5","","","","1"
"2016","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","8.7","","","","1"
"2017","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","13.9","","","","1"
"2018","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","12.6","","","","1"
"2019","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","12.1","","","","1"
"2020","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","9.5","","","","1"
"2021","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","17.1","","","","1"
"2022","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","14.1","","","","1"
"2023","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","10.3","","","","1"
"2024","British Columbia","2021A000259","Part-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368547","11.4.10.1.1","9.8","","","","1"
"2001","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","85.3","","","","1"
"2002","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","94.2","","","","1"
"2003","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","96.7","","","","1"
"2004","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","89.0","","","","1"
"2005","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","93.1","","","","1"
"2006","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","89.7","","","","1"
"2007","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","92.9","","","","1"
"2008","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","92.0","","","","1"
"2009","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","102.7","","","","1"
"2010","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","107.4","","","","1"
"2011","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","102.2","","","","1"
"2012","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","101.6","","","","1"
"2013","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","102.1","","","","1"
"2014","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","103.7","","","","1"
"2015","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","94.7","","","","1"
"2016","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","107.9","","","","1"
"2017","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","108.5","","","","1"
"2018","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","105.6","","","","1"
"2019","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","114.5","","","","1"
"2020","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","105.1","","","","1"
"2021","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","122.3","","","","1"
"2022","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","118.5","","","","1"
"2023","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","123.3","","","","1"
"2024","British Columbia","2021A000259","Part-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368564","11.4.14.1.1","117.2","","","","1"
"2001","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","13.6","","","","1"
"2002","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","13.7","","","","1"
"2003","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","13.8","","","","1"
"2004","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","11.8","","","","1"
"2005","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","12.2","","","","1"
"2006","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","13.0","","","","1"
"2007","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","14.8","","","","1"
"2008","British Columbia","2021A000259","Part-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2368552","11.4.17.1.1","15.7","","","","1"
