"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022","Nova Scotia","2021A000212","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364944","4.3.5.1.1","1.6","","","","1"
"2023","Nova Scotia","2021A000212","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364944","4.3.5.1.1","0.8","","","","1"
"2024","Nova Scotia","2021A000212","Full-time employment","Forestry, logging and support [113, 1153]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364944","4.3.5.1.1","1.4","","","","1"
"2001","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.3","","","","1"
"2002","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.6","","","","1"
"2003","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.5","","","","1"
"2004","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.5","","","","1"
"2005","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.8","","","","1"
"2006","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.5","","","","1"
"2007","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.5","","","","1"
"2008","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.8","","","","1"
"2009","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.9","","","","1"
"2010","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.7","","","","1"
"2011","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.5","","","","1"
"2012","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","4.4","","","","1"
"2013","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.5","","","","1"
"2014","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","4.1","","","","1"
"2015","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","4.0","","","","1"
"2016","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","4.4","","","","1"
"2017","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.1","","","","1"
"2018","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.9","","","","1"
"2019","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.2","","","","1"
"2020","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","3.1","","","","1"
"2021","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.8","","","","1"
"2022","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.5","","","","1"
"2023","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.9","","","","1"
"2024","Nova Scotia","2021A000212","Full-time employment","Mining, quarrying, and oil and gas extraction [21, 2100]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364946","4.3.7.1.1","2.1","","","","1"
"2001","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","2.7","","","","1"
"2002","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","2.7","","","","1"
"2003","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","2.4","","","","1"
"2004","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","2.4","","","","1"
"2005","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","2.4","","","","1"
"2006","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","1.6","","","","1"
"2007","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","1.6","","","","1"
"2008","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","2.4","","","","1"
"2009","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","2.8","","","","1"
"2010","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.6","","","","1"
"2011","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.6","","","","1"
"2012","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.8","","","","1"
"2013","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","4.0","","","","1"
"2014","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.6","","","","1"
"2015","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.3","","","","1"
"2016","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.3","","","","1"
"2017","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.9","","","","1"
"2018","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.5","","","","1"
"2019","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.5","","","","1"
"2020","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","4.0","","","","1"
"2021","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","4.9","","","","1"
"2022","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","4.5","","","","1"
"2023","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","3.1","","","","1"
"2024","Nova Scotia","2021A000212","Full-time employment","Utilities [22]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364947","4.3.8.1.1","4.1","","","","1"
"2001","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","22.7","","","","1"
"2002","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","22.2","","","","1"
"2003","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","23.2","","","","1"
"2004","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","26.2","","","","1"
"2005","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","25.2","","","","1"
"2006","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","26.3","","","","1"
"2007","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","26.6","","","","1"
"2008","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","29.9","","","","1"
"2009","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","28.8","","","","1"
"2010","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","31.7","","","","1"
"2011","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","32.4","","","","1"
"2012","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","30.1","","","","1"
"2013","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","33.0","","","","1"
"2014","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","31.9","","","","1"
"2015","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","32.1","","","","1"
"2016","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","30.7","","","","1"
"2017","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","28.7","","","","1"
"2018","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","28.3","","","","1"
"2019","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","32.6","","","","1"
"2020","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","31.5","","","","1"
"2021","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","34.1","","","","1"
"2022","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","40.7","","","","1"
"2023","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","35.3","","","","1"
"2024","Nova Scotia","2021A000212","Full-time employment","Construction [23]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364948","4.3.9.1.1","39.1","","","","1"
"2001","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","40.7","","","","1"
"2002","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","41.2","","","","1"
"2003","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","42.1","","","","1"
"2004","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","41.2","","","","1"
"2005","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","38.9","","","","1"
"2006","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","37.1","","","","1"
"2007","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","38.5","","","","1"
"2008","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","36.6","","","","1"
"2009","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","32.6","","","","1"
"2010","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","31.4","","","","1"
"2011","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","31.2","","","","1"
"2012","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","31.5","","","","1"
"2013","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","29.7","","","","1"
"2014","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","28.5","","","","1"
"2015","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","27.4","","","","1"
"2016","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","27.7","","","","1"
"2017","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","29.1","","","","1"
"2018","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","31.3","","","","1"
"2019","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","31.8","","","","1"
"2020","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","31.4","","","","1"
"2021","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","32.3","","","","1"
"2022","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","34.0","","","","1"
"2023","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","35.1","","","","1"
"2024","Nova Scotia","2021A000212","Full-time employment","Manufacturing [31-33]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364949","4.3.10.1.1","33.4","","","","1"
"2001","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","55.1","","","","1"
"2002","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","56.8","","","","1"
"2003","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","52.5","","","","1"
"2004","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","53.1","","","","1"
"2005","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","56.4","","","","1"
"2006","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","56.4","","","","1"
"2007","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","55.7","","","","1"
"2008","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","55.8","","","","1"
"2009","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","54.6","","","","1"
"2010","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","56.3","","","","1"
"2011","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","57.0","","","","1"
"2012","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","55.6","","","","1"
"2013","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","56.7","","","","1"
"2014","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","56.6","","","","1"
"2015","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","52.9","","","","1"
"2016","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","53.6","","","","1"
"2017","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","55.1","","","","1"
"2018","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","59.7","","","","1"
"2019","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","58.0","","","","1"
"2020","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","48.8","","","","1"
"2021","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","49.9","","","","1"
"2022","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","53.5","","","","1"
"2023","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","57.4","","","","1"
"2024","Nova Scotia","2021A000212","Full-time employment","Trade [41, 44-45]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364966","4.3.14.1.1","56.5","","","","1"
"2001","Nova Scotia","2021A000212","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364954","4.3.17.1.1","17.8","","","","1"
"2002","Nova Scotia","2021A000212","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364954","4.3.17.1.1","17.7","","","","1"
"2003","Nova Scotia","2021A000212","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364954","4.3.17.1.1","18.3","","","","1"
"2004","Nova Scotia","2021A000212","Full-time employment","Transportation and warehousing [48-49]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2364954","4.3.17.1.1","19.4","","","","1"
