"REF_DATE","GEO","DGUID","Type of employees","Overtime","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","New Brunswick","2021A000213","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v13922545","5.1.1.10","1356.29","A","","","2"
"2019","New Brunswick","2021A000213","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v13922545","5.1.1.10","1399.38","A","","","2"
"2020","New Brunswick","2021A000213","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v13922545","5.1.1.10","","x","","","2"
"2021","New Brunswick","2021A000213","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v13922545","5.1.1.10","","x","","","2"
"2022","New Brunswick","2021A000213","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v13922545","5.1.1.10","","x","","","2"
"2023","New Brunswick","2021A000213","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v13922545","5.1.1.10","","x","","","2"
"2024","New Brunswick","2021A000213","All employees","Including overtime","Mining, quarrying, and oil and gas extraction [21]","Current dollars","75","units","0","v13922545","5.1.1.10","","x","","","2"
"2001","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","970.32","","","","2"
"2002","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","1144.71","","","","2"
"2003","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2004","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2005","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2006","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2007","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2008","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2009","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2010","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2011","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2012","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","F","","","2"
"2013","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2014","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2015","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2016","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2017","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2018","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","F","","","2"
"2019","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","1993.80","A","","","2"
"2020","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2021","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2022","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2023","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2024","New Brunswick","2021A000213","All employees","Including overtime","Utilities [22,221]","Current dollars","75","units","0","v13922550","5.1.1.17","","x","","","2"
"2001","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","657.17","","","","2"
"2002","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","673.34","","","","2"
"2003","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","712.70","","","","2"
"2004","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","701.65","","","","2"
"2005","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","711.29","","","","2"
"2006","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","751.37","","","","2"
"2007","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","787.57","","","","2"
"2008","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","867.83","","","","2"
"2009","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","930.12","A","","","2"
"2010","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","903.62","A","","","2"
"2011","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","916.42","A","","","2"
"2012","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","910.49","A","","","2"
"2013","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","943.39","A","","","2"
"2014","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","960.46","A","","","2"
"2015","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","987.82","A","","","2"
"2016","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","986.43","A","","","2"
"2017","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1005.94","A","","","2"
"2018","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1017.92","A","","","2"
"2019","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1047.98","A","","","2"
"2020","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1081.16","B","","","2"
"2021","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1129.39","B","","","2"
"2022","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1202.92","B","","","2"
"2023","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1264.30","B","","","2"
"2024","New Brunswick","2021A000213","All employees","Including overtime","Construction [23]","Current dollars","75","units","0","v1741299","5.1.1.21","1279.85","B","","","2"
"2001","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","696.43","","","","2"
"2002","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","722.17","","","","2"
"2003","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","759.12","","","","2"
"2004","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","743.21","","","","2"
"2005","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","779.13","","","","2"
"2006","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","791.70","","","","2"
"2007","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","817.45","","","","2"
"2008","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","818.67","","","","2"
"2009","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","827.93","A","","","2"
"2010","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","832.31","A","","","2"
"2011","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","861.75","A","","","2"
"2012","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","885.71","A","","","2"
"2013","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","879.44","A","","","2"
"2014","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","908.52","A","","","2"
"2015","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","932.07","A","","","2"
"2016","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","949.66","A","","","2"
"2017","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","992.46","A","","","2"
"2018","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","964.04","A","","","2"
"2019","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","1024.81","A","","","2"
"2020","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","1042.11","B","","","2"
"2021","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","1063.17","B","","","2"
"2022","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","1092.09","B","","","2"
"2023","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","1173.99","B","","","2"
"2024","New Brunswick","2021A000213","All employees","Including overtime","Manufacturing [31-33]","Current dollars","75","units","0","v1741307","5.1.1.34","1163.86","B","","","2"
"2001","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","465.70","","","","2"
"2002","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","459.20","","","","2"
"2003","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","468.90","","","","2"
"2004","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","480.41","","","","2"
"2005","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","497.25","","","","2"
"2006","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","507.58","","","","2"
"2007","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","523.68","","","","2"
"2008","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","538.84","","","","2"
"2009","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","539.02","A","","","2"
"2010","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","550.21","A","","","2"
"2011","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","581.11","A","","","2"
"2012","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","599.49","A","","","2"
"2013","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","590.33","A","","","2"
"2014","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","626.57","A","","","2"
"2015","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","636.25","A","","","2"
"2016","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","649.11","A","","","2"
"2017","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","634.36","A","","","2"
"2018","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","684.00","A","","","2"
"2019","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","686.15","A","","","2"
"2020","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","714.41","B","","","2"
"2021","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","715.98","B","","","2"
"2022","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","777.26","B","","","2"
"2023","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","777.33","B","","","2"
"2024","New Brunswick","2021A000213","All employees","Including overtime","Trade [41-45N]","Current dollars","75","units","0","v1741326","5.1.1.144","848.56","B","","","2"
"2001","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","649.01","","","","2"
"2002","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","697.17","","","","2"
"2003","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","721.49","","","","2"
"2004","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","747.28","","","","2"
"2005","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","777.67","","","","2"
"2006","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","789.18","","","","2"
"2007","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","827.30","","","","2"
"2008","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","835.15","","","","2"
"2009","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","827.60","A","","","2"
"2010","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","832.86","A","","","2"
"2011","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","881.19","A","","","2"
"2012","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","887.58","A","","","2"
"2013","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","893.01","A","","","2"
"2014","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","911.80","A","","","2"
"2015","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","947.20","A","","","2"
"2016","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","943.53","A","","","2"
"2017","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1000.75","A","","","2"
"2018","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1032.02","A","","","2"
"2019","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1057.61","A","","","2"
"2020","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1123.43","B","","","2"
"2021","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1103.51","B","","","2"
"2022","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1139.94","B","","","2"
"2023","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1180.49","B","","","2"
"2024","New Brunswick","2021A000213","All employees","Including overtime","Transportation and warehousing [48-49]","Current dollars","75","units","0","v1741397","5.1.1.215","1211.22","B","","","2"
"2001","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","768.65","","","","2"
"2002","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","838.32","","","","2"
"2003","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","849.77","","","","2"
"2004","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","823.46","","","","2"
"2005","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","893.96","","","","2"
"2006","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","923.29","","","","2"
"2007","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","951.12","","","","2"
"2008","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","980.92","","","","2"
"2009","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","1075.19","A","","","2"
"2010","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","1022.53","A","","","2"
"2011","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","954.80","A","","","2"
"2012","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","1173.99","A","","","2"
"2013","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","1113.78","A","","","2"
"2014","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","1174.01","A","","","2"
"2015","New Brunswick","2021A000213","All employees","Including overtime","Information and cultural industries [51]","Current dollars","75","units","0","v13922941","5.1.1.253","1197.22","A","","","2"
